list,block,block_label,trial_in_block,trial_uid,task,word,word_type,correct_tone,condition,gender,audio,item_role,is_repeat,repeat_condition,original_task,first_exposure_id,correct_response,correct_pos,heard_tone_pos,heard_tone,opt0_text,opt0_role,opt0_tone,opt1_text,opt1_role,opt1_tone,opt2_text,opt2_role,opt2_tone,opt3_text,opt3_role,opt3_tone,opt4_text,opt4_role,opt4_tone,opt5_text,opt5_role,opt5_tone
28,1,Task3_FreeRecall,10,L28_B1_10,3,不了了之,single_bu,4.0,Cor,F,resources/bu_single/不了了之_F_Cor.mp3,fixed,0,,,,不了了之,,,T4,,,,,,,,,,,,,,,,,,
28,1,Task3_FreeRecall,11,L28_B1_11,3,一言以蔽之,single_card_t4,4.0,Err_T1_Intra_C2,M,resources/yi_cardinal_T4/一言以蔽之_M_Err_T1_Intra_C2.mp3,fixed,0,,,,一言以蔽之,,,T2,,,,,,,,,,,,,,,,,,
28,1,Task3_FreeRecall,12,L28_B1_12,3,无孔不入,single_bu,2.0,Err_T1_C4,F,resources/bu_single/无孔不入_F_Err_T1_C4.mp3,fixed,0,,,,无孔不入,,,T4,,,,,,,,,,,,,,,,,,
28,1,Task3_FreeRecall,13,L28_B1_13,3,一锤子买卖,single_card_t4,4.0,Cor,F,resources/yi_cardinal_T4/一锤子买卖_F_Cor.mp3,fixed,0,,,,一锤子买卖,,,T4,,,,,,,,,,,,,,,,,,
28,1,Task3_FreeRecall,14,L28_B1_14,3,不劳而获,single_bu,4.0,Cor,F,resources/bu_single/不劳而获_F_Cor.mp3,fixed,0,,,,不劳而获,,,T4,,,,,,,,,,,,,,,,,,
28,1,Task3_FreeRecall,15,L28_B1_15,3,一报还一报,double_yi,2;2,Cor,M,resources/yi_double/一报还一报_M_Cor.mp3,fixed,0,,,,一报还一报,,,2;2,,,,,,,,,,,,,,,,,,
28,1,Task3_FreeRecall,16,L28_B1_16,3,不能,single_bu,4.0,Err_T1_C2,M,resources/bu_single/不能_M_Err_T1_C2.mp3,fixed,0,,,,不能,,,T2,,,,,,,,,,,,,,,,,,
28,1,Task3_FreeRecall,17,L28_B1_17,3,一石激起千层浪,single_card_t4,4.0,Err_T1_Intra_C2,F,resources/yi_cardinal_T4/一石激起千层浪_F_Err_T1_Intra_C2.mp3,fixed,0,,,,一石激起千层浪,,,T2,,,,,,,,,,,,,,,,,,
28,1,Task3_FreeRecall,18,L28_B1_18,3,表里如一,single_ord_t1,1.0,Cor,M,resources/yi_ordinal_T1/表里如一_M_Cor.mp3,fixed,0,,,,表里如一,,,T1,,,,,,,,,,,,,,,,,,
28,1,Task3_FreeRecall,19,L28_B1_19,3,说不过去,single_bu,2.0,Cor,F,resources/bu_single/说不过去_F_Cor.mp3,fixed,0,,,,说不过去,,,T2,,,,,,,,,,,,,,,,,,
28,1,Task3_FreeRecall,20,L28_B1_20,3,不假思索,single_bu,4.0,Cor,F,resources/bu_single/不假思索_F_Cor.mp3,fixed,0,,,,不假思索,,,T4,,,,,,,,,,,,,,,,,,
28,1,Task3_FreeRecall,21,L28_B1_21,3,不差钱,single_bu,2.0,Cor,F,resources/bu_single/不差钱_F_Cor.mp3,fixed,0,,,,不差钱,,,T2,,,,,,,,,,,,,,,,,,
28,1,Task3_FreeRecall,22,L28_B1_22,3,执迷不悟,single_bu,2.0,Cor,F,resources/bu_single/执迷不悟_F_Cor.mp3,fixed,0,,,,执迷不悟,,,T2,,,,,,,,,,,,,,,,,,
28,1,Task3_FreeRecall,23,L28_B1_23,3,全然不顾,single_bu,2.0,Cor,M,resources/bu_single/全然不顾_M_Cor.mp3,fixed,0,,,,全然不顾,,,T2,,,,,,,,,,,,,,,,,,
28,1,Task3_FreeRecall,24,L28_B1_24,3,死不认账,single_bu,2.0,Cor,M,resources/bu_single/死不认账_M_Cor.mp3,fixed,0,,,,死不认账,,,T2,,,,,,,,,,,,,,,,,,
28,1,Task3_FreeRecall,25,L28_B1_25,3,马不停蹄,single_bu,4.0,Cor,M,resources/bu_single/马不停蹄_M_Cor.mp3,fixed,0,,,,马不停蹄,,,T4,,,,,,,,,,,,,,,,,,
28,1,Task3_FreeRecall,26,L28_B1_26,3,不费吹灰之力,single_bu,2.0,Cor,M,resources/bu_single/不费吹灰之力_M_Cor.mp3,fixed,0,,,,不费吹灰之力,,,T2,,,,,,,,,,,,,,,,,,
28,1,Task3_FreeRecall,27,L28_B1_27,3,一失足成千古恨,single_card_t4,4.0,Cor,M,resources/yi_cardinal_T4/一失足成千古恨_M_Cor.mp3,fixed,0,,,,一失足成千古恨,,,T4,,,,,,,,,,,,,,,,,,
28,1,Task3_FreeRecall,28,L28_B1_28,3,有一说一,double_yi,1;1,Err_T1T2_Inter_C2C2,F,resources/yi_double/有一说一_F_Err_T1T2_Inter_C2C2.mp3,fixed,0,,,,有一说一,,,,,,,,,,,,,,,,,,,,,
28,1,Task3_FreeRecall,29,L28_B1_29,3,下不为例,single_bu,4.0,Err_T1_C2,F,resources/bu_single/下不为例_F_Err_T1_C2.mp3,fixed,0,,,,下不为例,,,T2,,,,,,,,,,,,,,,,,,
28,1,Task3_FreeRecall,30,L28_B1_30,3,不打不相识,double_bu,4;4,Cor,M,resources/bu_double/不打不相识_M_Cor.mp3,fixed,0,,,,不打不相识,,,4;4,,,,,,,,,,,,,,,,,,
28,1,Task3_FreeRecall,31,L28_B1_31,3,万一,single_ord_t1,1.0,Err_T1_Inter_C2,M,resources/yi_ordinal_T1/万一_M_Err_T1_Inter_C2.mp3,fixed,0,,,,万一,,,T2,,,,,,,,,,,,,,,,,,
28,1,Task3_FreeRecall,32,L28_B1_32,3,背水一战,single_card_t2,2.0,Err_T1_Intra_C4,M,resources/yi_cardinal_T2/背水一战_M_Err_T1_Intra_C4.mp3,fixed,0,,,,背水一战,,,T4,,,,,,,,,,,,,,,,,,
28,1,Task3_FreeRecall,33,L28_B1_33,3,一棍子打死,single_card_t2,2.0,Err_T1_Intra_C4,M,resources/yi_cardinal_T2/一棍子打死_M_Err_T1_Intra_C4.mp3,fixed,0,,,,一棍子打死,,,T4,,,,,,,,,,,,,,,,,,
28,1,Task3_FreeRecall,34,L28_B1_34,3,油盐不进,single_bu,2.0,Err_T1_C4,F,resources/bu_single/油盐不进_F_Err_T1_C4.mp3,fixed,0,,,,油盐不进,,,T4,,,,,,,,,,,,,,,,,,
28,1,Task3_FreeRecall,35,L28_B1_35,3,不知天高地厚,single_bu,4.0,Err_T1_C2,F,resources/bu_single/不知天高地厚_F_Err_T1_C2.mp3,fixed,0,,,,不知天高地厚,,,T2,,,,,,,,,,,,,,,,,,
28,1,Task3_FreeRecall,36,L28_B1_36,3,格格不入,single_bu,2.0,Err_T1_C4,M,resources/bu_single/格格不入_M_Err_T1_C4.mp3,fixed,0,,,,格格不入,,,T4,,,,,,,,,,,,,,,,,,
28,1,Task3_FreeRecall,37,L28_B1_37,3,一百八十度,single_card_t4,4.0,Err_T1_Intra_C2,F,resources/yi_cardinal_T4/一百八十度_F_Err_T1_Intra_C2.mp3,fixed,0,,,,一百八十度,,,T2,,,,,,,,,,,,,,,,,,
28,1,Task3_FreeRecall,38,L28_B1_38,3,战无不胜,single_bu,2.0,Cor,M,resources/bu_single/战无不胜_M_Cor.mp3,fixed,0,,,,战无不胜,,,T2,,,,,,,,,,,,,,,,,,
28,1,Task3_FreeRecall,39,L28_B1_39,3,二话不说,single_bu,4.0,Cor,F,resources/bu_single/二话不说_F_Cor.mp3,fixed,0,,,,二话不说,,,T4,,,,,,,,,,,,,,,,,,
28,1,Task3_FreeRecall,40,L28_B1_40,3,决一死战,single_ord_t1,1.0,Cor,F,resources/yi_ordinal_T1/决一死战_F_Cor.mp3,fixed,0,,,,决一死战,,,T1,,,,,,,,,,,,,,,,,,
28,1,Task3_FreeRecall,41,L28_B1_41,3,有过之无不及,single_bu,4.0,Err_T1_C2,F,resources/bu_single/有过之无不及_F_Err_T1_C2.mp3,fixed,0,,,,有过之无不及,,,T2,,,,,,,,,,,,,,,,,,
28,1,Task3_FreeRecall,42,L28_B1_42,3,一物降一物,double_yi,2;2,Err_T1T2_Intra_C4C4,M,resources/yi_double/一物降一物_M_Err_T1T2_Intra_C4C4.mp3,fixed,0,,,,一物降一物,,,,,,,,,,,,,,,,,,,,,
28,1,Task3_FreeRecall,43,L28_B1_43,3,不知者无罪,single_bu,4.0,Err_T1_C2,M,resources/bu_single/不知者无罪_M_Err_T1_C2.mp3,fixed,0,,,,不知者无罪,,,T2,,,,,,,,,,,,,,,,,,
28,1,Task3_FreeRecall,44,L28_B1_44,3,一年一度,double_yi,4;2,Cor,M,resources/yi_double/一年一度_M_Cor.mp3,fixed,0,,,,一年一度,,,4;2,,,,,,,,,,,,,,,,,,
28,1,Task3_FreeRecall,45,L28_B1_45,3,一寸光阴一寸金,double_yi,2;2,Err_T1T2_Intra_C4C4,F,resources/yi_double/一寸光阴一寸金_F_Err_T1T2_Intra_C4C4.mp3,fixed,0,,,,一寸光阴一寸金,,,,,,,,,,,,,,,,,,,,,
28,1,Task3_FreeRecall,46,L28_B1_46,3,不可能,single_bu,4.0,Cor,F,resources/bu_single/不可能_F_Cor.mp3,fixed,0,,,,不可能,,,T4,,,,,,,,,,,,,,,,,,
28,1,Task3_FreeRecall,47,L28_B1_47,3,眼不见心不烦,double_bu,2;4,Err_T1T2_C4C2,F,resources/bu_double/眼不见心不烦_F_Err_T1T2_C4C2.mp3,fixed,0,,,,眼不见心不烦,,,,,,,,,,,,,,,,,,,,,
28,1,Task3_FreeRecall,48,L28_B1_48,3,不得不,double_bu,4;4,Err_T1_C2,M,resources/bu_double/不得不_M_Err_T1_C2.mp3,fixed,0,,,,不得不,,,T1,,,,,,,,,,,,,,,,,,
28,1,Task3_FreeRecall,49,L28_B1_49,3,不撞南墙不回头,double_bu,2;4,Err_T2_C2,M,resources/bu_double/不撞南墙不回头_M_Err_T2_C2.mp3,fixed,0,,,,不撞南墙不回头,,,T2,,,,,,,,,,,,,,,,,,
28,1,Task3_FreeRecall,50,L28_B1_50,3,以防万一,single_ord_t1,1.0,Err_T1_Inter_C4,F,resources/yi_ordinal_T1/以防万一_F_Err_T1_Inter_C4.mp3,fixed,0,,,,以防万一,,,T4,,,,,,,,,,,,,,,,,,
28,1,Task3_FreeRecall,51,L28_B1_51,3,不见棺材不落泪,double_bu,2;2,Cor,M,resources/bu_double/不见棺材不落泪_M_Cor.mp3,fixed,0,,,,不见棺材不落泪,,,2;2,,,,,,,,,,,,,,,,,,
28,2,Task2,1,L28_B2_1,2,一唱一和,double_yi,2;2,Err_T1T2_Intra_C4C4,M,resources/yi_double/一唱一和_M_Err_T1T2_Intra_C4C4.mp3,fixed,0,,,,一唱一和,2,,,一生一世,foil,,一字一顿,foil,,一唱一和,target,,一点一点,foil,,一丝一毫,foil,,一老一少,foil,
28,2,Task2,2,L28_B2_2,2,一道,single_card_t2,2.0,Err_T1_Intra_C4,M,resources/yi_cardinal_T2/一道_M_Err_T1_Intra_C4.mp3,fixed,0,,,,一道,5,,T4,一身,foil,,一中,foil,,一届,foil,,一世,foil,,一八,foil,,一道,target,
28,2,Task2,3,L28_B2_3,2,不止,single_bu,4.0,Err_T1_C2,F,resources/bu_single/不止_F_Err_T1_C2.mp3,fixed,0,,,,不止,4,,T2,不忍,foil,,不当,foil,,不败,foil,,不平,foil,,不止,target,,不屈,foil,
28,2,Task2,4,L28_B2_4,2,不妨,single_bu,4.0,Cor,M,resources/bu_single/不妨_M_Cor.mp3,fixed,0,,,,不妨,4,,T4,不降,foil,,不争,foil,,不育,foil,,不意,foil,,不妨,target,,不慎,foil,
28,2,Task2,5,L28_B2_5,2,恨不得,single_bu,4.0,Err_T1_C2,M,resources/bu_single/恨不得_M_Err_T1_C2.mp3,fixed,0,,,,恨不得,0,,T2,恨不得,target,,做不了,foil,,冷不防,foil,,对不住,foil,,由不得,foil,,保不住,foil,
28,2,Task2,6,L28_B2_6,2,不准,single_bu,4.0,Err_T1_C2,M,resources/bu_single/不准_M_Err_T1_C2.mp3,fixed,0,,,,不准,4,,T2,不值,foil,,不衰,foil,,不外,foil,,不菲,foil,,不准,target,,不减,foil,
28,2,Task2,7,L28_B2_7,2,不善,single_bu,2.0,Cor,M,resources/bu_single/不善_M_Cor.mp3,fixed,0,,,,不善,3,,T2,不满,foil,,不算,foil,,不怕,foil,,不善,target,,不易,foil,,不难,foil,
28,2,Task2,8,L28_B2_8,2,不错,single_bu,2.0,Cor,M,resources/bu_single/不错_M_Cor.mp3,fixed,0,,,,不错,0,,T2,不错,target,,不留,foil,,不妙,foil,,不负,foil,,不期,foil,,不快,foil,
28,2,Task2,9,L28_B2_9,2,一颦一笑,double_yi,4;2,Err_T2_Intra_C4,F,resources/yi_double/一颦一笑_F_Err_T2_Intra_C4.mp3,fixed,0,,,,一颦一笑,5,,T2,一点一点,foil,,一字一句,foil,,一点一滴,foil,,一招一式,foil,,一生一世,foil,,一颦一笑,target,
28,2,Task2,10,L28_B2_10,2,不幸,single_bu,2.0,Cor,F,resources/bu_single/不幸_F_Cor.mp3,fixed,0,,,,不幸,1,,T2,不乏,foil,,不幸,target,,不休,foil,,不甘,foil,,不失,foil,,不予,foil,
28,2,Task2,11,L28_B2_11,2,大不了,single_bu,4.0,Cor,F,resources/bu_single/大不了_F_Cor.mp3,fixed,0,,,,大不了,5,,T4,禁不住,foil,,怪不得,foil,,比不上,foil,,决不会,foil,,顾不得,foil,,大不了,target,
28,2,Task2,12,L28_B2_12,2,不破不立,double_bu,2;2,Err_T2_C4,F,resources/bu_double/不破不立_F_Err_T2_C4.mp3,fixed,0,,,,不破不立,5,,T2,不伦不类,foil,,不大不小,foil,,不干不净,foil,,不紧不慢,foil,,不屈不挠,foil,,不破不立,target,
28,2,Task2,13,L28_B2_13,2,吃不准,single_bu,4.0,Cor,M,resources/bu_single/吃不准_M_Cor.mp3,fixed,0,,,,吃不准,2,,T4,离不开,foil,,得不到,foil,,吃不准,target,,瞧不起,foil,,前不久,foil,,说不清,foil,
28,2,Task2,14,L28_B2_14,2,一时,single_card_t4,4.0,Cor,M,resources/yi_cardinal_T4/一时_M_Cor.mp3,bridge,0,,,,一时,2,,T4,一间,foil,,一排,foil,,一时,target,,一品,foil,,一项,foil,,一片,foil,
28,2,Task2,15,L28_B2_15,2,一口,single_card_t4,4.0,Err_T1_Inter_C1,F,resources/yi_cardinal_T4/一口_F_Err_T1_Inter_C1.mp3,bridge,0,,,,一口,2,,T1,一万,foil,,一双,foil,,一口,target,,一半,foil,,一出,foil,,一串,foil,
28,2,Task2,16,L28_B2_16,2,不要,single_bu,2.0,Cor,M,resources/bu_single/不要_M_Cor.mp3,fixed,0,,,,不要,1,,T2,不敢,foil,,不要,target,,不会,foil,,不到,foil,,不远,foil,,不少,foil,
28,2,Task2,17,L28_B2_17,2,一种,single_card_t4,4.0,Cor,F,resources/yi_cardinal_T4/一种_F_Cor.mp3,fixed,0,,,,一种,4,,T4,一座,foil,,一齐,foil,,一所,foil,,一发,foil,,一种,target,,一辆,foil,
28,2,Task2,18,L28_B2_18,2,一概而论,single_card_t2,2.0,Cor,F,resources/yi_cardinal_T2/一概而论_F_Cor.mp3,bridge,0,,,,一概而论,1,,T2,一拥而上,foil,,一概而论,target,,一无所知,foil,,一中全会,foil,,一如既往,foil,,一个多月,foil,
28,2,Task2,19,L28_B2_19,2,一模一样,double_yi,4;2,Err_T1T2_Inter_C1C1,F,resources/yi_double/一模一样_F_Err_T1T2_Inter_C1C1.mp3,fixed,0,,,,一模一样,2,,,一字一句,foil,,一字一顿,foil,,一模一样,target,,一丝一毫,foil,,一点一滴,foil,,一老一少,foil,
28,2,Task2,20,L28_B2_20,2,一旁,single_card_t4,4.0,Err_T1_Inter_C1,M,resources/yi_cardinal_T4/一旁_M_Err_T1_Inter_C1.mp3,bridge,0,,,,一旁,4,,T1,一则,foil,,一封,foil,,一台,foil,,一边,foil,,一旁,target,,一部,foil,
28,2,Task2,21,L28_B2_21,2,不是,single_bu,2.0,Cor,F,resources/bu_single/不是_F_Cor.mp3,fixed,0,,,,不是,1,,T2,不久,foil,,不是,target,,不肯,foil,,不再,foil,,不想,foil,,不但,foil,
28,2,Task2,22,L28_B2_22,2,不仅,single_bu,4.0,Cor,M,resources/bu_single/不仅_M_Cor.mp3,fixed,0,,,,不仅,1,,T4,不时,foil,,不仅,target,,不吃,foil,,不小,foil,,不已,foil,,不曾,foil,
28,2,Task2,23,L28_B2_23,2,冷不丁,single_bu,4.0,Cor,M,resources/bu_single/冷不丁_M_Cor.mp3,fixed,0,,,,冷不丁,1,,T4,靠不住,foil,,冷不丁,target,,人不知,foil,,忙不迭,foil,,跟不上,foil,,看不起,foil,
28,2,Task2,24,L28_B2_24,2,一天,single_card_t4,4.0,Cor,M,resources/yi_cardinal_T4/一天_M_Cor.mp3,bridge,0,,,,一天,2,,T4,一位,foil,,一个,foil,,一天,target,,一句,foil,,一点,foil,,一阵,foil,
28,2,Task2,25,L28_B2_25,2,不安,single_bu,4.0,Cor,M,resources/bu_single/不安_M_Cor.mp3,fixed,0,,,,不安,3,,T4,不单,foil,,不顺,foil,,不俗,foil,,不安,target,,不配,foil,,不悦,foil,
28,2,Task2,26,L28_B2_26,2,不蔓不枝,double_bu,2;4,Cor,F,resources/bu_double/不蔓不枝_F_Cor.mp3,fixed,0,,,,不蔓不枝,2,,2;4,不屈不挠,foil,,不伦不类,foil,,不蔓不枝,target,,不大不小,foil,,不干不净,foil,,不紧不慢,foil,
28,2,Task2,27,L28_B2_27,2,一些,single_card_t4,4.0,Cor,F,resources/yi_cardinal_T4/一些_F_Cor.mp3,bridge,0,,,,一些,1,,T4,一枪,foil,,一些,target,,一家,foil,,一周,foil,,一株,foil,,一代,foil,
28,2,Task2,28,L28_B2_28,2,一带,single_card_t2,2.0,Cor,F,resources/yi_cardinal_T2/一带_F_Cor.mp3,fixed,0,,,,一带,4,,T2,一个,foil,,一向,foil,,一事,foil,,一期,foil,,一带,target,,一支,foil,
28,2,Task2,29,L28_B2_29,2,不必,single_bu,2.0,Err_T1_C4,M,resources/bu_single/不必_M_Err_T1_C4.mp3,fixed,0,,,,不必,5,,T4,不定,foil,,不由,foil,,不中,foil,,不大,foil,,不对,foil,,不必,target,
28,2,Task2,30,L28_B2_30,2,一五一十,double_yi,1;1,Err_T1_Inter_C2,M,resources/yi_double/一五一十_M_Err_T1_Inter_C2.mp3,fixed,0,,,,一五一十,4,,T1,一生一世,foil,,一丝一毫,foil,,一字一顿,foil,,一点一点,foil,,一五一十,target,,一老一少,foil,
28,2,Task2,31,L28_B2_31,2,不明不白,double_bu,4;4,Err_T1T2_C2C2,M,resources/bu_double/不明不白_M_Err_T1T2_C2C2.mp3,fixed,0,,,,不明不白,1,,,不大不小,foil,,不明不白,target,,不屈不挠,foil,,不紧不慢,foil,,不干不净,foil,,不伦不类,foil,
28,2,Task2,32,L28_B2_32,2,一旦,single_card_t2,2.0,Err_T1_Inter_C1,F,resources/yi_cardinal_T2/一旦_F_Err_T1_Inter_C1.mp3,bridge,0,,,,一旦,2,,T1,一拳,foil,,一粒,foil,,一旦,target,,一分,foil,,一类,foil,,一块,foil,
28,2,Task2,33,L28_B2_33,2,不卑不亢,double_bu,4;2,Err_T1T2_C2C4,F,resources/bu_double/不卑不亢_F_Err_T1T2_C2C4.mp3,fixed,0,,,,不卑不亢,0,,,不卑不亢,target,,不大不小,foil,,不伦不类,foil,,不紧不慢,foil,,不干不净,foil,,不屈不挠,foil,
28,2,Task2,34,L28_B2_34,2,有一套,single_card_t2,2.0,Err_T1_Intra_C4,M,resources/yi_cardinal_T2/有一套_M_Err_T1_Intra_C4.mp3,bridge,0,,,,有一套,3,,T4,进一步,foil,,同一个,foil,,这一来,foil,,有一套,target,,老一辈,foil,,下一代,foil,
28,2,Task2,35,L28_B2_35,2,一流,single_ord_t1,1.0,Err_T1_Inter_C2,M,resources/yi_ordinal_T1/一流_M_Err_T1_Inter_C2.mp3,bridge,0,,,,一流,1,,T2,一级,foil,,一流,target,,一场,foil,,一件,foil,,一眼,foil,,一座,foil,
28,2,Task2,36,L28_B2_36,2,不宜,single_bu,4.0,Cor,F,resources/bu_single/不宜_F_Cor.mp3,fixed,0,,,,不宜,4,,T4,不朽,foil,,不愧,foil,,不凡,foil,,不须,foil,,不宜,target,,不畏,foil,
28,2,Task2,37,L28_B2_37,2,一惊一乍,double_yi,4;2,Cor,M,resources/yi_double/一惊一乍_M_Cor.mp3,fixed,0,,,,一惊一乍,5,,4;2,一老一少,foil,,一生一世,foil,,一招一式,foil,,一点一点,foil,,一点一滴,foil,,一惊一乍,target,
28,2,Task2,38,L28_B2_38,2,一系列,single_card_t2,2.0,Err_T1_Intra_C4,F,resources/yi_cardinal_T2/一系列_F_Err_T1_Intra_C4.mp3,bridge,0,,,,一系列,2,,T4,一方面,foil,,一季度,foil,,一系列,target,,一点儿,foil,,一辈子,foil,,一家人,foil,
28,2,Task2,39,L28_B2_39,2,一晃眼,single_card_t4,4.0,Err_T1_Inter_C1,M,resources/yi_cardinal_T4/一晃眼_M_Err_T1_Inter_C1.mp3,bridge,0,,,,一晃眼,0,,T1,一晃眼,target,,一两个,foil,,一块儿,foil,,一季度,foil,,一等奖,foil,,一方面,foil,
28,2,Task2,40,L28_B2_40,2,不依不饶,double_bu,4;4,Cor,F,resources/bu_double/不依不饶_F_Cor.mp3,fixed,0,,,,不依不饶,3,,4;4,不大不小,foil,,不屈不挠,foil,,不伦不类,foil,,不依不饶,target,,不紧不慢,foil,,不干不净,foil,
28,2,Task2,41,L28_B2_41,2,一斤,single_card_t4,4.0,Err_T1_Inter_C1,F,resources/yi_cardinal_T4/一斤_F_Err_T1_Inter_C1.mp3,bridge,0,,,,一斤,0,,T1,一斤,target,,一来,foil,,一阵,foil,,一派,foil,,一股,foil,,一新,foil,
28,2,Task2,42,L28_B2_42,2,不折不扣,double_bu,4;2,Err_T1_C2,F,resources/bu_double/不折不扣_F_Err_T1_C2.mp3,fixed,0,,,,不折不扣,2,,T1,不伦不类,foil,,不紧不慢,foil,,不折不扣,target,,不干不净,foil,,不屈不挠,foil,,不大不小,foil,
28,2,Task2,43,L28_B2_43,2,不屑,single_bu,2.0,Cor,F,resources/bu_single/不屑_F_Cor.mp3,fixed,0,,,,不屑,3,,T2,不禁,foil,,不在,foil,,不用,foil,,不屑,target,,不让,foil,,不想,foil,
28,2,Task2,44,L28_B2_44,2,不三不四,double_bu,4;2,Err_T1_C2,M,resources/bu_double/不三不四_M_Err_T1_C2.mp3,fixed,0,,,,不三不四,2,,T1,不紧不慢,foil,,不屈不挠,foil,,不三不四,target,,不伦不类,foil,,不干不净,foil,,不大不小,foil,
28,2,Task2,45,L28_B2_45,2,一草一木,double_yi,4;2,Err_T2_Intra_C4,M,resources/yi_double/一草一木_M_Err_T2_Intra_C4.mp3,fixed,0,,,,一草一木,4,,T2,一生一世,foil,,一字一顿,foil,,一老一少,foil,,一字一句,foil,,一草一木,target,,一丝一毫,foil,
28,2,Task2,46,L28_B2_46,2,不如,single_bu,4.0,Cor,F,resources/bu_single/不如_F_Cor.mp3,fixed,0,,,,不如,1,,T4,不妥,foil,,不如,target,,不适,foil,,不合,foil,,不解,foil,,不光,foil,
28,2,Task2,47,L28_B2_47,2,一度,single_card_t2,2.0,Err_T1_Intra_C4,F,resources/yi_cardinal_T2/一度_F_Err_T1_Intra_C4.mp3,bridge,0,,,,一度,4,,T4,一幅,foil,,一番,foil,,一月,foil,,一灯,foil,,一度,target,,一位,foil,
28,2,Task2,48,L28_B2_48,2,不管,single_bu,4.0,Cor,M,resources/bu_single/不管_M_Cor.mp3,fixed,0,,,,不管,3,,T4,不服,foil,,不语,foil,,不致,foil,,不管,target,,不惜,foil,,不尽,foil,
28,2,Task2,49,L28_B2_49,2,不端,single_bu,4.0,Err_T1_C2,M,resources/bu_single/不端_M_Err_T1_C2.mp3,fixed,0,,,,不端,0,,T2,不端,target,,不吝,foil,,不敢,foil,,不到,foil,,不料,foil,,不会,foil,
28,2,Task2,50,L28_B2_50,2,一概,single_card_t2,2.0,Cor,M,resources/yi_cardinal_T2/一概_M_Cor.mp3,bridge,0,,,,一概,4,,T2,一剑,foil,,一只,foil,,一经,foil,,一招,foil,,一概,target,,一首,foil,
28,2,Task2,51,L28_B2_51,2,不同,single_bu,4.0,Err_T1_C2,F,resources/bu_single/不同_F_Err_T1_C2.mp3,fixed,0,,,,不同,4,,T2,不满,foil,,不良,foil,,不该,foil,,不变,foil,,不同,target,,不下,foil,
28,2,Task2,52,L28_B2_52,2,信不过,single_bu,2.0,Err_T1_C4,M,resources/bu_single/信不过_M_Err_T1_C4.mp3,fixed,0,,,,信不过,5,,T4,使不得,foil,,算不得,foil,,说不上,foil,,了不得,foil,,经不起,foil,,信不过,target,
28,2,Task2,53,L28_B2_53,2,第一次,single_ord_t1,1,Err_T1_Inter_C4,M,resources/yi_ordinal_T1/第一次_M_Err_T1_Inter_C4.mp3,bridge,0,,,,第一次,4,,T4,大一统,foil,,差一点,foil,,多一点,foil,,下一场,foil,,第一次,target,,同一性,foil,
28,2,Task2,54,L28_B2_54,2,不理不睬,double_bu,4;4,Err_T2_C2,F,resources/bu_double/不理不睬_F_Err_T2_C2.mp3,fixed,0,,,,不理不睬,3,,T2,不大不小,foil,,不伦不类,foil,,不干不净,foil,,不理不睬,target,,不紧不慢,foil,,不屈不挠,foil,
28,2,Task2,55,L28_B2_55,2,一式一份,double_yi,2;2,Err_T2_Intra_C4,F,resources/yi_double/一式一份_F_Err_T2_Intra_C4.mp3,fixed,0,,,,一式一份,5,,T2,一字一顿,foil,,一丝一毫,foil,,一字一句,foil,,一点一滴,foil,,一招一式,foil,,一式一份,target,
28,2,Task2,56,L28_B2_56,2,不够,single_bu,2.0,Cor,F,resources/bu_single/不够_F_Cor.mp3,fixed,0,,,,不够,1,,T2,不爽,foil,,不够,target,,不轨,foil,,不逊,foil,,不齿,foil,,不巧,foil,
28,2,Task2,57,L28_B2_57,2,一连,single_card_t4,4.0,Cor,M,resources/yi_cardinal_T4/一连_M_Cor.mp3,bridge,0,,,,一连,0,,T4,一连,target,,一张,foil,,一碗,foil,,一等,foil,,一顿,foil,,一角,foil,
28,2,Task2,58,L28_B2_58,2,不声不响,double_bu,4;4,Cor,F,resources/bu_double/不声不响_F_Cor.mp3,fixed,0,,,,不声不响,4,,4;4,不伦不类,foil,,不屈不挠,foil,,不大不小,foil,,不紧不慢,foil,,不声不响,target,,不干不净,foil,
28,2,Task2,59,L28_B2_59,2,不利,single_bu,2.0,Err_T1_C4,M,resources/bu_single/不利_M_Err_T1_C4.mp3,fixed,0,,,,不利,1,,T4,不下,foil,,不利,target,,不该,foil,,不良,foil,,不论,foil,,不变,foil,
28,2,Task2,60,L28_B2_60,2,不足,single_bu,4.0,Err_T1_C2,F,resources/bu_single/不足_F_Err_T1_C2.mp3,fixed,0,,,,不足,5,,T2,不消,foil,,不符,foil,,不息,foil,,不灵,foil,,不孝,foil,,不足,target,
28,2,Task2,61,L28_B2_61,2,不偏不倚,double_bu,4;4,Err_T1_C2,F,resources/bu_double/不偏不倚_F_Err_T1_C2.mp3,fixed,0,,,,不偏不倚,0,,T1,不偏不倚,target,,不紧不慢,foil,,不屈不挠,foil,,不伦不类,foil,,不干不净,foil,,不大不小,foil,
28,2,Task2,62,L28_B2_62,2,不好,single_bu,4.0,Err_T1_C2,M,resources/bu_single/不好_M_Err_T1_C2.mp3,fixed,0,,,,不好,1,,T2,不怕,foil,,不好,target,,不料,foil,,不易,foil,,不难,foil,,不算,foil,
